date,city,oil_company,fuel_type,retail_price_inr_per_litre,source
2021-05-07,Bengaluru,HP,Diesel,69.86,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-07,Bengaluru,HP,Petrol,79.34,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-07,Bengaluru,IndianOil,Diesel,69.66,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-07,Bengaluru,IndianOil,Petrol,79.25,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-08,Bengaluru,HP,Diesel,69.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-08,Bengaluru,HP,Petrol,79.32,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-08,Bengaluru,IndianOil,Diesel,69.57,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-08,Bengaluru,IndianOil,Petrol,79.15,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-09,Bengaluru,HP,Diesel,69.65,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-09,Bengaluru,HP,Petrol,79.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-09,Bengaluru,IndianOil,Diesel,69.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-09,Bengaluru,IndianOil,Petrol,79.2,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-10,Bengaluru,HP,Diesel,69.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-10,Bengaluru,HP,Petrol,79.42,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-10,Bengaluru,IndianOil,Diesel,69.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-10,Bengaluru,IndianOil,Petrol,79.26,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-11,Bengaluru,HP,Diesel,70.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-11,Bengaluru,HP,Petrol,79.47,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-11,Bengaluru,IndianOil,Diesel,69.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-11,Bengaluru,IndianOil,Petrol,79.32,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-12,Bengaluru,HP,Diesel,70.29,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-12,Bengaluru,HP,Petrol,79.57,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-12,Bengaluru,IndianOil,Diesel,70.08,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-12,Bengaluru,IndianOil,Petrol,79.41,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-13,Bengaluru,HP,Diesel,69.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-13,Bengaluru,HP,Petrol,79.6,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-13,Bengaluru,IndianOil,Diesel,69.8,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-13,Bengaluru,IndianOil,Petrol,79.37,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-14,Bengaluru,HP,Diesel,70.04,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-14,Bengaluru,HP,Petrol,79.56,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-14,Bengaluru,IndianOil,Diesel,69.87,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-14,Bengaluru,IndianOil,Petrol,79.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-15,Bengaluru,HP,Diesel,70.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-15,Bengaluru,HP,Petrol,79.65,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-15,Bengaluru,IndianOil,Diesel,69.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-15,Bengaluru,IndianOil,Petrol,79.49,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-16,Bengaluru,HP,Diesel,70.17,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-16,Bengaluru,HP,Petrol,79.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-16,Bengaluru,IndianOil,Diesel,69.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-16,Bengaluru,IndianOil,Petrol,79.48,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-17,Bengaluru,HP,Diesel,70.47,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-17,Bengaluru,HP,Petrol,79.76,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-17,Bengaluru,IndianOil,Diesel,70.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-17,Bengaluru,IndianOil,Petrol,79.55,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-18,Bengaluru,HP,Diesel,70.34,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-18,Bengaluru,HP,Petrol,79.88,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-18,Bengaluru,IndianOil,Diesel,70.16,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-18,Bengaluru,IndianOil,Petrol,79.63,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-19,Bengaluru,HP,Diesel,70.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-19,Bengaluru,HP,Petrol,79.83,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-19,Bengaluru,IndianOil,Diesel,70.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-19,Bengaluru,IndianOil,Petrol,79.7,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-20,Bengaluru,HP,Diesel,70.5,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-20,Bengaluru,HP,Petrol,79.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-20,Bengaluru,IndianOil,Diesel,70.31,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-20,Bengaluru,IndianOil,Petrol,79.68,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-21,Bengaluru,HP,Diesel,70.39,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-21,Bengaluru,HP,Petrol,79.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-21,Bengaluru,IndianOil,Diesel,70.2,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-21,Bengaluru,IndianOil,Petrol,79.75,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-22,Bengaluru,HP,Diesel,70.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-22,Bengaluru,HP,Petrol,79.86,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-22,Bengaluru,IndianOil,Diesel,70.31,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-22,Bengaluru,IndianOil,Petrol,79.65,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-23,Bengaluru,HP,Diesel,70.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-23,Bengaluru,HP,Petrol,79.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-23,Bengaluru,IndianOil,Diesel,70.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-23,Bengaluru,IndianOil,Petrol,79.81,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-24,Bengaluru,HP,Diesel,70.36,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-24,Bengaluru,HP,Petrol,79.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-24,Bengaluru,IndianOil,Diesel,70.19,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-24,Bengaluru,IndianOil,Petrol,79.77,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-25,Bengaluru,HP,Diesel,70.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-25,Bengaluru,HP,Petrol,80.1,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-25,Bengaluru,IndianOil,Diesel,70.59,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-25,Bengaluru,IndianOil,Petrol,79.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-26,Bengaluru,HP,Diesel,70.79,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-26,Bengaluru,HP,Petrol,80.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-26,Bengaluru,IndianOil,Diesel,70.54,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-26,Bengaluru,IndianOil,Petrol,79.95,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-27,Bengaluru,HP,Diesel,70.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-27,Bengaluru,HP,Petrol,80.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-27,Bengaluru,IndianOil,Diesel,70.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-27,Bengaluru,IndianOil,Petrol,79.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-28,Bengaluru,HP,Diesel,70.87,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-28,Bengaluru,HP,Petrol,80.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-28,Bengaluru,IndianOil,Diesel,70.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-28,Bengaluru,IndianOil,Petrol,79.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-29,Bengaluru,HP,Diesel,70.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-29,Bengaluru,HP,Petrol,80.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-29,Bengaluru,IndianOil,Diesel,70.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-29,Bengaluru,IndianOil,Petrol,79.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-30,Bengaluru,HP,Diesel,70.46,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-30,Bengaluru,HP,Petrol,80.17,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-30,Bengaluru,IndianOil,Diesel,70.4,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-30,Bengaluru,IndianOil,Petrol,80.01,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-31,Bengaluru,HP,Diesel,70.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-31,Bengaluru,HP,Petrol,80.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-31,Bengaluru,IndianOil,Diesel,70.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-05-31,Bengaluru,IndianOil,Petrol,79.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-01,Bengaluru,HP,Diesel,70.66,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-01,Bengaluru,HP,Petrol,80.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-01,Bengaluru,IndianOil,Diesel,70.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-01,Bengaluru,IndianOil,Petrol,79.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-02,Bengaluru,HP,Diesel,70.61,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-02,Bengaluru,HP,Petrol,80.27,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-02,Bengaluru,IndianOil,Diesel,70.39,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-02,Bengaluru,IndianOil,Petrol,80.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-03,Bengaluru,HP,Diesel,70.5,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-03,Bengaluru,HP,Petrol,80.17,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-03,Bengaluru,IndianOil,Diesel,70.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-03,Bengaluru,IndianOil,Petrol,79.95,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-04,Bengaluru,HP,Diesel,70.79,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-04,Bengaluru,HP,Petrol,80.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-04,Bengaluru,IndianOil,Diesel,70.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-04,Bengaluru,IndianOil,Petrol,80.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-05,Bengaluru,HP,Diesel,70.71,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-05,Bengaluru,HP,Petrol,80.26,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-05,Bengaluru,IndianOil,Diesel,70.51,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-05,Bengaluru,IndianOil,Petrol,80.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-06,Bengaluru,HP,Diesel,70.63,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-06,Bengaluru,HP,Petrol,80.15,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-06,Bengaluru,IndianOil,Diesel,70.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-06,Bengaluru,IndianOil,Petrol,80.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-07,Bengaluru,HP,Diesel,70.8,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-07,Bengaluru,HP,Petrol,80.26,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-07,Bengaluru,IndianOil,Diesel,70.61,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-07,Bengaluru,IndianOil,Petrol,80.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-08,Bengaluru,HP,Diesel,70.92,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-08,Bengaluru,HP,Petrol,80.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-08,Bengaluru,IndianOil,Diesel,70.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-08,Bengaluru,IndianOil,Petrol,80.09,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-09,Bengaluru,HP,Diesel,70.42,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-09,Bengaluru,HP,Petrol,80.25,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-09,Bengaluru,IndianOil,Diesel,70.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-09,Bengaluru,IndianOil,Petrol,80.09,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-10,Bengaluru,HP,Diesel,70.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-10,Bengaluru,HP,Petrol,80.25,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-10,Bengaluru,IndianOil,Diesel,70.41,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-10,Bengaluru,IndianOil,Petrol,80.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-11,Bengaluru,HP,Diesel,70.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-11,Bengaluru,HP,Petrol,80.27,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-11,Bengaluru,IndianOil,Diesel,70.79,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-11,Bengaluru,IndianOil,Petrol,80.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-12,Bengaluru,HP,Diesel,70.99,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-12,Bengaluru,HP,Petrol,80.25,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-12,Bengaluru,IndianOil,Diesel,70.78,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-12,Bengaluru,IndianOil,Petrol,80.1,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-13,Bengaluru,HP,Diesel,70.31,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-13,Bengaluru,HP,Petrol,80.19,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-13,Bengaluru,IndianOil,Diesel,70.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-13,Bengaluru,IndianOil,Petrol,80.08,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-14,Bengaluru,HP,Diesel,71.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-14,Bengaluru,HP,Petrol,80.22,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-14,Bengaluru,IndianOil,Diesel,70.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-14,Bengaluru,IndianOil,Petrol,80.09,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-15,Bengaluru,HP,Diesel,70.36,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-15,Bengaluru,HP,Petrol,80.32,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-15,Bengaluru,IndianOil,Diesel,70.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-15,Bengaluru,IndianOil,Petrol,80.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-16,Bengaluru,HP,Diesel,71.02,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-16,Bengaluru,HP,Petrol,80.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-16,Bengaluru,IndianOil,Diesel,70.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-16,Bengaluru,IndianOil,Petrol,80.17,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-17,Bengaluru,HP,Diesel,70.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-17,Bengaluru,HP,Petrol,80.37,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-17,Bengaluru,IndianOil,Diesel,70.55,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-17,Bengaluru,IndianOil,Petrol,80.22,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-18,Bengaluru,HP,Diesel,71.17,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-18,Bengaluru,HP,Petrol,80.47,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-18,Bengaluru,IndianOil,Diesel,70.99,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-18,Bengaluru,IndianOil,Petrol,80.21,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-19,Bengaluru,HP,Diesel,70.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-19,Bengaluru,HP,Petrol,80.43,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-19,Bengaluru,IndianOil,Diesel,70.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-19,Bengaluru,IndianOil,Petrol,80.24,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-20,Bengaluru,HP,Diesel,71.36,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-20,Bengaluru,HP,Petrol,80.5,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-20,Bengaluru,IndianOil,Diesel,71.15,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-20,Bengaluru,IndianOil,Petrol,80.34,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-21,Bengaluru,HP,Diesel,70.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-21,Bengaluru,HP,Petrol,80.61,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-21,Bengaluru,IndianOil,Diesel,70.54,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-21,Bengaluru,IndianOil,Petrol,80.34,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-22,Bengaluru,HP,Diesel,71.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-22,Bengaluru,HP,Petrol,80.55,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-22,Bengaluru,IndianOil,Diesel,70.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-22,Bengaluru,IndianOil,Petrol,80.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-23,Bengaluru,HP,Diesel,71.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-23,Bengaluru,HP,Petrol,80.64,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-23,Bengaluru,IndianOil,Diesel,70.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-23,Bengaluru,IndianOil,Petrol,80.4,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-24,Bengaluru,HP,Diesel,71.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-24,Bengaluru,HP,Petrol,80.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-24,Bengaluru,IndianOil,Diesel,71.26,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-24,Bengaluru,IndianOil,Petrol,80.39,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-25,Bengaluru,HP,Diesel,70.86,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-25,Bengaluru,HP,Petrol,80.61,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-25,Bengaluru,IndianOil,Diesel,70.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-25,Bengaluru,IndianOil,Petrol,80.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-26,Bengaluru,HP,Diesel,70.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-26,Bengaluru,HP,Petrol,80.56,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-26,Bengaluru,IndianOil,Diesel,70.79,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-26,Bengaluru,IndianOil,Petrol,80.39,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-27,Bengaluru,HP,Diesel,71.42,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-27,Bengaluru,HP,Petrol,80.66,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-27,Bengaluru,IndianOil,Diesel,71.22,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-27,Bengaluru,IndianOil,Petrol,80.47,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-28,Bengaluru,HP,Diesel,70.84,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-28,Bengaluru,HP,Petrol,80.63,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-28,Bengaluru,IndianOil,Diesel,70.61,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-28,Bengaluru,IndianOil,Petrol,80.51,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-29,Bengaluru,HP,Diesel,71.41,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-29,Bengaluru,HP,Petrol,80.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-29,Bengaluru,IndianOil,Diesel,71.22,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-29,Bengaluru,IndianOil,Petrol,80.48,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-30,Bengaluru,HP,Diesel,70.95,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-30,Bengaluru,HP,Petrol,80.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-30,Bengaluru,IndianOil,Diesel,70.77,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-06-30,Bengaluru,IndianOil,Petrol,80.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-01,Bengaluru,HP,Diesel,71.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-01,Bengaluru,HP,Petrol,80.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-01,Bengaluru,IndianOil,Diesel,70.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-01,Bengaluru,IndianOil,Petrol,80.55,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-02,Bengaluru,HP,Diesel,71.26,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-02,Bengaluru,HP,Petrol,80.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-02,Bengaluru,IndianOil,Diesel,71.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-02,Bengaluru,IndianOil,Petrol,80.48,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-03,Bengaluru,HP,Diesel,71.04,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-03,Bengaluru,HP,Petrol,80.77,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-03,Bengaluru,IndianOil,Diesel,70.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-03,Bengaluru,IndianOil,Petrol,80.6,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-04,Bengaluru,HP,Diesel,70.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-04,Bengaluru,HP,Petrol,80.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-04,Bengaluru,IndianOil,Diesel,70.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-04,Bengaluru,IndianOil,Petrol,80.57,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-05,Bengaluru,HP,Diesel,71.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-05,Bengaluru,HP,Petrol,80.71,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-05,Bengaluru,IndianOil,Diesel,71.41,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-05,Bengaluru,IndianOil,Petrol,80.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-06,Bengaluru,HP,Diesel,71.16,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-06,Bengaluru,HP,Petrol,80.81,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-06,Bengaluru,IndianOil,Diesel,70.99,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-06,Bengaluru,IndianOil,Petrol,80.61,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-07,Bengaluru,HP,Diesel,71.64,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-07,Bengaluru,HP,Petrol,80.96,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-07,Bengaluru,IndianOil,Diesel,71.49,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-07,Bengaluru,IndianOil,Petrol,80.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-08,Bengaluru,HP,Diesel,71.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-08,Bengaluru,HP,Petrol,81.04,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-08,Bengaluru,IndianOil,Diesel,71.13,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-08,Bengaluru,IndianOil,Petrol,80.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-09,Bengaluru,HP,Diesel,71.42,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-09,Bengaluru,HP,Petrol,81.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-09,Bengaluru,IndianOil,Diesel,71.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2021-07-09,Bengaluru,IndianOil,Petrol,80.87,PPAC open data portal (Petroleum Planning & Analysis Cell)
