date,station,rainfall_mm,temp_max_c,temp_min_c,humidity_pct
2020-01-05,Bengaluru City (IMD 43295),0.0,24.8,13.2,49.0
2020-01-06,Bengaluru City (IMD 43295),0.0,26.0,15.6,51.0
2020-01-07,Bengaluru City (IMD 43295),0.0,25.2,14.2,50.0
2020-01-08,Bengaluru City (IMD 43295),0.0,24.7,14.4,54.0
2020-01-09,Bengaluru City (IMD 43295),0.0,25.2,14.8,51.0
2020-01-10,Bengaluru City (IMD 43295),0.0,24.2,13.9,51.0
2020-01-11,Bengaluru City (IMD 43295),25.3,25.1,14.4,59.0
2020-01-12,Bengaluru City (IMD 43295),0.0,26.3,16.0,53.0
2020-01-13,Bengaluru City (IMD 43295),0.0,24.2,13.4,47.0
2020-01-14,Bengaluru City (IMD 43295),0.0,24.3,13.1,53.0
2020-01-15,Bengaluru City (IMD 43295),0.0,25.2,13.4,49.0
2020-01-16,Bengaluru City (IMD 43295),0.0,23.8,13.0,51.0
2020-01-17,Bengaluru City (IMD 43295),0.0,23.3,12.0,53.0
2020-01-18,Bengaluru City (IMD 43295),0.0,25.1,12.2,56.0
2020-01-19,Bengaluru City (IMD 43295),0.0,25.0,14.2,49.0
2020-01-20,Bengaluru City (IMD 43295),0.0,23.4,11.5,67.0
2020-01-21,Bengaluru City (IMD 43295),16.4,27.0,15.4,62.0
2020-01-22,Bengaluru City (IMD 43295),10.2,23.1,11.1,54.0
2020-01-23,Bengaluru City (IMD 43295),0.0,24.2,15.0,54.0
2020-01-24,Bengaluru City (IMD 43295),0.0,25.3,13.3,51.0
2020-01-25,Bengaluru City (IMD 43295),7.4,24.4,13.8,56.0
2020-01-26,Bengaluru City (IMD 43295),0.0,25.0,14.1,49.0
2020-01-27,Bengaluru City (IMD 43295),0.0,25.2,14.2,59.0
2020-01-28,Bengaluru City (IMD 43295),0.0,26.6,15.6,54.0
2020-01-29,Bengaluru City (IMD 43295),0.0,24.6,12.5,53.0
2020-01-30,Bengaluru City (IMD 43295),0.0,25.3,14.0,51.0
2020-01-31,Bengaluru City (IMD 43295),0.0,24.8,14.6,48.0
2020-02-01,Bengaluru City (IMD 43295),0.0,24.5,13.2,57.0
2020-02-02,Bengaluru City (IMD 43295),0.0,26.0,13.9,41.0
2020-02-03,Bengaluru City (IMD 43295),0.0,27.0,14.7,51.0
2020-02-04,Bengaluru City (IMD 43295),0.0,24.7,13.3,57.0
2020-02-05,Bengaluru City (IMD 43295),0.0,26.2,15.2,51.0
2020-02-06,Bengaluru City (IMD 43295),0.0,27.3,15.7,56.0
2020-02-07,Bengaluru City (IMD 43295),0.0,25.8,14.7,60.0
2020-02-08,Bengaluru City (IMD 43295),0.0,27.7,15.7,51.0
2020-02-09,Bengaluru City (IMD 43295),0.0,25.9,17.0,49.0
2020-02-10,Bengaluru City (IMD 43295),0.0,26.6,16.1,45.0
2020-02-11,Bengaluru City (IMD 43295),0.0,28.6,18.5,51.0
2020-02-12,Bengaluru City (IMD 43295),0.0,25.8,13.7,46.0
2020-02-13,Bengaluru City (IMD 43295),0.0,25.7,14.4,49.0
2020-02-14,Bengaluru City (IMD 43295),0.0,26.1,13.7,60.0
2020-02-15,Bengaluru City (IMD 43295),0.0,27.1,15.8,54.0
2020-02-16,Bengaluru City (IMD 43295),0.0,25.5,14.5,50.0
2020-02-17,Bengaluru City (IMD 43295),0.0,27.7,15.7,51.0
2020-02-18,Bengaluru City (IMD 43295),0.0,27.4,16.5,54.0
2020-02-19,Bengaluru City (IMD 43295),0.0,25.4,13.5,58.0
2020-02-20,Bengaluru City (IMD 43295),0.0,28.0,17.8,46.0
2020-02-21,Bengaluru City (IMD 43295),0.0,26.7,17.1,55.0
2020-02-22,Bengaluru City (IMD 43295),0.0,27.5,16.2,50.0
2020-02-23,Bengaluru City (IMD 43295),0.0,26.2,15.5,49.0
2020-02-24,Bengaluru City (IMD 43295),0.0,26.2,15.1,54.0
2020-02-25,Bengaluru City (IMD 43295),0.0,27.3,16.4,48.0
2020-02-26,Bengaluru City (IMD 43295),0.0,26.5,15.6,44.0
2020-02-27,Bengaluru City (IMD 43295),0.0,27.9,18.5,51.0
2020-02-28,Bengaluru City (IMD 43295),0.0,26.6,16.5,60.0
2020-02-29,Bengaluru City (IMD 43295),0.0,28.9,18.3,49.0
2020-03-01,Bengaluru City (IMD 43295),0.0,27.6,16.2,52.0
2020-03-02,Bengaluru City (IMD 43295),0.0,28.2,16.2,49.0
2020-03-03,Bengaluru City (IMD 43295),0.0,28.1,17.5,47.0
2020-03-04,Bengaluru City (IMD 43295),0.0,28.5,18.4,47.0
2020-03-05,Bengaluru City (IMD 43295),0.0,26.9,16.1,59.0
2020-03-06,Bengaluru City (IMD 43295),0.0,27.3,16.3,50.0
2020-03-07,Bengaluru City (IMD 43295),0.0,28.2,18.1,
2020-03-08,Bengaluru City (IMD 43295),0.0,28.1,17.6,54.0
2020-03-09,Bengaluru City (IMD 43295),0.0,26.6,15.7,50.0
2020-03-10,Bengaluru City (IMD 43295),0.0,26.1,15.1,52.0
2020-03-11,Bengaluru City (IMD 43295),0.0,28.1,17.2,45.0
2020-03-12,Bengaluru City (IMD 43295),0.0,28.3,15.4,54.0
2020-03-13,Bengaluru City (IMD 43295),0.0,28.0,17.4,52.0
2020-03-14,Bengaluru City (IMD 43295),0.0,29.3,17.5,44.0
2020-03-15,Bengaluru City (IMD 43295),0.0,26.8,16.1,54.0
2020-03-16,Bengaluru City (IMD 43295),0.0,28.2,16.5,
2020-03-17,Bengaluru City (IMD 43295),0.0,27.6,17.8,49.0
2020-03-18,Bengaluru City (IMD 43295),0.0,30.1,20.4,49.0
2020-03-19,Bengaluru City (IMD 43295),0.0,28.4,16.9,57.0
2020-03-20,Bengaluru City (IMD 43295),7.0,28.7,20.5,60.0
2020-03-21,Bengaluru City (IMD 43295),0.0,28.7,19.0,57.0
2020-03-22,Bengaluru City (IMD 43295),0.0,28.1,16.8,50.0
2020-03-23,Bengaluru City (IMD 43295),0.0,29.5,20.7,51.0
2020-03-24,Bengaluru City (IMD 43295),0.0,30.5,20.2,51.0
2020-03-25,Bengaluru City (IMD 43295),0.0,29.5,19.9,53.0
2020-03-26,Bengaluru City (IMD 43295),0.0,29.2,19.3,52.0
2020-03-27,Bengaluru City (IMD 43295),0.0,29.1,19.3,49.0
2020-03-28,Bengaluru City (IMD 43295),40.7,28.9,18.4,60.0
2020-03-29,Bengaluru City (IMD 43295),0.0,31.8,21.2,60.0
2020-03-30,Bengaluru City (IMD 43295),0.0,29.8,20.0,54.0
2020-03-31,Bengaluru City (IMD 43295),0.0,30.5,20.7,51.0
2020-04-01,Bengaluru City (IMD 43295),0.0,29.9,19.0,45.0
2020-04-02,Bengaluru City (IMD 43295),0.0,29.5,19.9,52.0
2020-04-03,Bengaluru City (IMD 43295),0.0,30.7,20.2,54.0
2020-04-04,Bengaluru City (IMD 43295),0.0,29.7,20.2,57.0
2020-04-05,Bengaluru City (IMD 43295),0.0,31.1,22.0,61.0
2020-04-06,Bengaluru City (IMD 43295),0.0,28.8,18.6,52.0
2020-04-07,Bengaluru City (IMD 43295),0.0,30.0,20.0,52.0
2020-04-08,Bengaluru City (IMD 43295),0.0,30.6,21.2,61.0
2020-04-09,Bengaluru City (IMD 43295),0.0,29.8,19.3,58.0
2020-04-10,Bengaluru City (IMD 43295),0.0,30.4,20.4,52.0
2020-04-11,Bengaluru City (IMD 43295),0.0,30.6,20.8,55.0
2020-04-12,Bengaluru City (IMD 43295),0.0,30.1,22.1,53.0
2020-04-13,Bengaluru City (IMD 43295),16.7,33.1,24.0,54.0
2020-04-14,Bengaluru City (IMD 43295),0.0,28.8,18.4,54.0
2020-04-15,Bengaluru City (IMD 43295),0.0,30.1,20.4,51.0
2020-04-16,Bengaluru City (IMD 43295),0.0,30.0,22.0,53.0
2020-04-17,Bengaluru City (IMD 43295),21.7,32.8,22.3,59.0
2020-04-18,Bengaluru City (IMD 43295),0.0,33.0,24.2,64.0
2020-04-19,Bengaluru City (IMD 43295),0.0,32.3,22.8,53.0
2020-04-20,Bengaluru City (IMD 43295),0.0,32.3,22.6,56.0
2020-04-21,Bengaluru City (IMD 43295),0.0,31.9,21.2,59.0
2020-04-22,Bengaluru City (IMD 43295),0.0,33.5,25.0,53.0
2020-04-23,Bengaluru City (IMD 43295),0.0,29.6,20.1,54.0
2020-04-24,Bengaluru City (IMD 43295),0.0,30.1,21.3,59.0
2020-04-25,Bengaluru City (IMD 43295),0.0,30.9,20.6,50.0
2020-04-26,Bengaluru City (IMD 43295),0.0,31.1,21.8,50.0
2020-04-27,Bengaluru City (IMD 43295),0.0,32.2,23.8,46.0
2020-04-28,Bengaluru City (IMD 43295),0.0,31.4,23.4,48.0
2020-04-29,Bengaluru City (IMD 43295),0.0,31.0,23.2,56.0
2020-04-30,Bengaluru City (IMD 43295),0.0,33.4,24.1,56.0
2020-05-01,Bengaluru City (IMD 43295),0.0,31.2,21.2,50.0
2020-05-02,Bengaluru City (IMD 43295),0.0,31.7,23.1,56.0
2020-05-03,Bengaluru City (IMD 43295),11.8,31.0,21.8,65.0
2020-05-04,Bengaluru City (IMD 43295),0.0,31.7,22.5,64.0
2020-05-05,Bengaluru City (IMD 43295),0.0,32.4,22.7,55.0
2020-05-06,Bengaluru City (IMD 43295),0.0,33.2,24.2,51.0
2020-05-07,Bengaluru City (IMD 43295),0.0,32.2,23.8,60.0
2020-05-08,Bengaluru City (IMD 43295),12.8,30.8,21.9,65.0
2020-05-09,Bengaluru City (IMD 43295),0.0,31.1,23.6,64.0
2020-05-10,Bengaluru City (IMD 43295),0.0,32.9,23.7,59.0
2020-05-11,Bengaluru City (IMD 43295),0.0,32.8,24.3,61.0
2020-05-12,Bengaluru City (IMD 43295),0.0,30.6,21.0,61.0
2020-05-13,Bengaluru City (IMD 43295),0.0,34.5,27.0,65.0
2020-05-14,Bengaluru City (IMD 43295),0.0,31.0,22.6,57.0
2020-05-15,Bengaluru City (IMD 43295),14.0,31.4,22.8,68.0
2020-05-16,Bengaluru City (IMD 43295),0.0,33.7,26.1,59.0
2020-05-17,Bengaluru City (IMD 43295),0.0,33.5,25.1,66.0
2020-05-18,Bengaluru City (IMD 43295),6.0,32.5,24.2,80.0
2020-05-19,Bengaluru City (IMD 43295),0.0,32.5,24.0,66.0
2020-05-20,Bengaluru City (IMD 43295),3.6,31.4,21.1,70.0
2020-05-21,Bengaluru City (IMD 43295),0.0,30.4,21.2,66.0
2020-05-22,Bengaluru City (IMD 43295),0.0,29.6,21.7,59.0
2020-05-23,Bengaluru City (IMD 43295),0.0,34.6,27.4,60.0
2020-05-24,Bengaluru City (IMD 43295),0.0,32.6,26.2,70.0
2020-05-25,Bengaluru City (IMD 43295),0.0,32.5,24.9,72.0
2020-05-26,Bengaluru City (IMD 43295),0.0,32.6,22.6,62.0
2020-05-27,Bengaluru City (IMD 43295),0.0,33.5,24.1,63.0
2020-05-28,Bengaluru City (IMD 43295),0.0,30.4,22.5,70.0
2020-05-29,Bengaluru City (IMD 43295),0.0,35.5,27.0,67.0
2020-05-30,Bengaluru City (IMD 43295),0.0,33.4,25.2,65.0
2020-05-31,Bengaluru City (IMD 43295),0.0,31.8,24.2,64.0
2020-06-01,Bengaluru City (IMD 43295),0.0,33.4,24.3,63.0
2020-06-02,Bengaluru City (IMD 43295),0.0,32.0,24.8,69.0
2020-06-03,Bengaluru City (IMD 43295),0.0,30.4,23.4,66.0
2020-06-04,Bengaluru City (IMD 43295),0.0,32.4,23.8,69.0
2020-06-05,Bengaluru City (IMD 43295),0.0,33.2,24.3,67.0
2020-06-06,Bengaluru City (IMD 43295),0.0,31.7,23.8,74.0
2020-06-07,Bengaluru City (IMD 43295),0.0,30.3,23.6,73.0
2020-06-08,Bengaluru City (IMD 43295),0.0,31.0,22.8,76.0
2020-06-09,Bengaluru City (IMD 43295),7.4,32.9,26.2,76.0
2020-06-10,Bengaluru City (IMD 43295),4.3,31.5,22.3,81.0
2020-06-11,Bengaluru City (IMD 43295),0.0,30.1,23.7,72.0
2020-06-12,Bengaluru City (IMD 43295),0.0,33.8,26.5,76.0
2020-06-13,Bengaluru City (IMD 43295),0.0,32.3,24.8,72.0
2020-06-14,Bengaluru City (IMD 43295),0.0,31.8,24.8,76.0
2020-06-15,Bengaluru City (IMD 43295),5.7,31.3,23.9,83.0
2020-06-16,Bengaluru City (IMD 43295),0.0,30.9,23.6,71.0
2020-06-17,Bengaluru City (IMD 43295),11.3,31.9,23.2,78.0
2020-06-18,Bengaluru City (IMD 43295),5.9,31.4,23.9,83.0
2020-06-19,Bengaluru City (IMD 43295),0.0,31.2,24.9,67.0
2020-06-20,Bengaluru City (IMD 43295),5.4,32.5,25.2,84.0
2020-06-21,Bengaluru City (IMD 43295),6.1,32.0,23.6,87.0
2020-06-22,Bengaluru City (IMD 43295),0.0,32.3,25.5,77.0
2020-06-23,Bengaluru City (IMD 43295),0.0,30.9,23.9,81.0
2020-06-24,Bengaluru City (IMD 43295),0.0,30.6,22.8,82.0
2020-06-25,Bengaluru City (IMD 43295),4.1,29.8,23.7,82.0
2020-06-26,Bengaluru City (IMD 43295),0.0,31.3,23.4,78.0
2020-06-27,Bengaluru City (IMD 43295),0.0,30.9,23.3,77.0
2020-06-28,Bengaluru City (IMD 43295),21.2,30.9,22.8,89.0
2020-06-29,Bengaluru City (IMD 43295),9.5,30.5,23.2,88.0
2020-06-30,Bengaluru City (IMD 43295),1.5,31.4,23.1,88.0
2020-07-01,Bengaluru City (IMD 43295),0.0,31.3,23.8,79.0
2020-07-02,Bengaluru City (IMD 43295),53.2,31.4,23.7,90.0
2020-07-03,Bengaluru City (IMD 43295),0.0,30.6,24.6,84.0
2020-07-04,Bengaluru City (IMD 43295),3.4,31.6,24.0,91.0
2020-07-05,Bengaluru City (IMD 43295),0.0,31.6,23.5,84.0
2020-07-06,Bengaluru City (IMD 43295),0.0,32.1,24.4,77.0
2020-07-07,Bengaluru City (IMD 43295),7.7,30.6,24.3,90.0
2020-07-08,Bengaluru City (IMD 43295),0.0,33.1,26.4,
2020-07-09,Bengaluru City (IMD 43295),4.6,30.8,23.9,86.0
2020-07-10,Bengaluru City (IMD 43295),0.0,30.7,23.6,85.0
2020-07-11,Bengaluru City (IMD 43295),7.8,30.9,25.5,91.0
2020-07-12,Bengaluru City (IMD 43295),0.0,30.0,22.6,83.0
2020-07-13,Bengaluru City (IMD 43295),0.0,31.3,25.6,82.0
2020-07-14,Bengaluru City (IMD 43295),0.0,31.1,22.3,78.0
2020-07-15,Bengaluru City (IMD 43295),13.0,31.9,25.5,94.0
2020-07-16,Bengaluru City (IMD 43295),16.6,28.9,22.0,90.0
2020-07-17,Bengaluru City (IMD 43295),0.0,32.9,27.0,86.0
2020-07-18,Bengaluru City (IMD 43295),2.6,29.7,21.6,
2020-07-19,Bengaluru City (IMD 43295),0.0,28.4,22.2,82.0
2020-07-20,Bengaluru City (IMD 43295),0.0,30.3,23.0,81.0
2020-07-21,Bengaluru City (IMD 43295),3.5,30.1,22.6,92.0
2020-07-22,Bengaluru City (IMD 43295),29.5,28.9,23.1,87.0
2020-07-23,Bengaluru City (IMD 43295),10.9,29.4,22.4,91.0
2020-07-24,Bengaluru City (IMD 43295),35.3,32.6,24.0,93.0
2020-07-25,Bengaluru City (IMD 43295),0.0,30.4,22.4,81.0
2020-07-26,Bengaluru City (IMD 43295),2.3,32.3,24.5,79.0
2020-07-27,Bengaluru City (IMD 43295),15.4,29.5,22.6,85.0
2020-07-28,Bengaluru City (IMD 43295),7.2,31.3,23.6,90.0
2020-07-29,Bengaluru City (IMD 43295),0.0,30.8,24.2,80.0
2020-07-30,Bengaluru City (IMD 43295),7.4,30.4,23.2,82.0
2020-07-31,Bengaluru City (IMD 43295),0.0,30.5,22.0,81.0
2020-08-01,Bengaluru City (IMD 43295),14.3,28.8,23.2,89.0
2020-08-02,Bengaluru City (IMD 43295),0.0,30.5,24.4,85.0
2020-08-03,Bengaluru City (IMD 43295),0.0,29.9,22.9,74.0
2020-08-04,Bengaluru City (IMD 43295),14.3,30.6,23.4,76.0
2020-08-05,Bengaluru City (IMD 43295),24.0,30.2,22.4,86.0
2020-08-06,Bengaluru City (IMD 43295),23.9,29.8,23.0,90.0
2020-08-07,Bengaluru City (IMD 43295),0.0,29.6,22.1,82.0
2020-08-08,Bengaluru City (IMD 43295),0.0,32.1,24.9,75.0
2020-08-09,Bengaluru City (IMD 43295),9.3,29.6,22.5,86.0
2020-08-10,Bengaluru City (IMD 43295),0.0,27.9,20.5,68.0
2020-08-11,Bengaluru City (IMD 43295),0.0,30.3,22.2,72.0
2020-08-12,Bengaluru City (IMD 43295),0.0,30.0,22.5,77.0
2020-08-13,Bengaluru City (IMD 43295),8.2,28.7,20.5,86.0
2020-08-14,Bengaluru City (IMD 43295),0.0,30.3,24.6,74.0
2020-08-15,Bengaluru City (IMD 43295),2.1,28.8,23.0,80.0
2020-08-16,Bengaluru City (IMD 43295),0.0,30.9,24.4,75.0
2020-08-17,Bengaluru City (IMD 43295),0.0,30.1,22.4,71.0
2020-08-18,Bengaluru City (IMD 43295),11.7,29.5,22.1,81.0
2020-08-19,Bengaluru City (IMD 43295),0.0,28.3,21.4,70.0
2020-08-20,Bengaluru City (IMD 43295),0.0,30.0,23.6,73.0
2020-08-21,Bengaluru City (IMD 43295),0.0,31.0,24.4,71.0
2020-08-22,Bengaluru City (IMD 43295),0.0,29.7,22.2,69.0
2020-08-23,Bengaluru City (IMD 43295),8.0,30.0,22.7,78.0
2020-08-24,Bengaluru City (IMD 43295),0.0,30.7,22.5,65.0
2020-08-25,Bengaluru City (IMD 43295),18.4,26.5,19.3,78.0
2020-08-26,Bengaluru City (IMD 43295),9.8,30.1,23.1,77.0
2020-08-27,Bengaluru City (IMD 43295),0.0,28.0,21.3,67.0
2020-08-28,Bengaluru City (IMD 43295),41.2,29.1,22.9,74.0
2020-08-29,Bengaluru City (IMD 43295),9.3,28.7,20.5,73.0
2020-08-30,Bengaluru City (IMD 43295),7.3,29.2,21.2,74.0
2020-08-31,Bengaluru City (IMD 43295),0.0,28.4,21.6,68.0
2020-09-01,Bengaluru City (IMD 43295),0.0,29.3,23.4,69.0
2020-09-02,Bengaluru City (IMD 43295),0.0,29.4,22.3,57.0
2020-09-03,Bengaluru City (IMD 43295),0.0,27.3,20.0,67.0
2020-09-04,Bengaluru City (IMD 43295),0.0,26.4,18.8,67.0
2020-09-05,Bengaluru City (IMD 43295),0.0,28.8,21.3,68.0
2020-09-06,Bengaluru City (IMD 43295),0.0,29.1,22.8,69.0
2020-09-07,Bengaluru City (IMD 43295),19.6,29.1,21.8,74.0
2020-09-08,Bengaluru City (IMD 43295),5.9,29.3,21.5,72.0
2020-09-09,Bengaluru City (IMD 43295),0.0,29.0,21.6,70.0
2020-09-10,Bengaluru City (IMD 43295),0.0,29.3,21.7,63.0
2020-09-11,Bengaluru City (IMD 43295),0.0,27.9,19.6,66.0
2020-09-12,Bengaluru City (IMD 43295),0.0,28.8,21.2,69.0
2020-09-13,Bengaluru City (IMD 43295),10.1,29.3,22.5,70.0
2020-09-14,Bengaluru City (IMD 43295),0.0,28.7,21.6,69.0
2020-09-15,Bengaluru City (IMD 43295),0.0,27.0,19.6,66.0
2020-09-16,Bengaluru City (IMD 43295),0.0,27.3,18.7,65.0
2020-09-17,Bengaluru City (IMD 43295),0.0,29.0,21.4,51.0
2020-09-18,Bengaluru City (IMD 43295),0.0,28.6,21.4,61.0
2020-09-19,Bengaluru City (IMD 43295),0.0,28.0,18.5,62.0
2020-09-20,Bengaluru City (IMD 43295),0.0,28.1,20.8,59.0
2020-09-21,Bengaluru City (IMD 43295),5.1,27.2,19.5,68.0
2020-09-22,Bengaluru City (IMD 43295),6.9,27.0,18.6,77.0
2020-09-23,Bengaluru City (IMD 43295),0.0,26.9,19.6,70.0
2020-09-24,Bengaluru City (IMD 43295),0.0,25.5,15.4,65.0
2020-09-25,Bengaluru City (IMD 43295),0.0,27.4,20.6,74.0
2020-09-26,Bengaluru City (IMD 43295),4.2,26.6,20.2,76.0
2020-09-27,Bengaluru City (IMD 43295),9.8,26.5,18.9,75.0
2020-09-28,Bengaluru City (IMD 43295),0.0,27.9,20.3,62.0
2020-09-29,Bengaluru City (IMD 43295),0.0,26.4,19.0,69.0
2020-09-30,Bengaluru City (IMD 43295),0.0,24.9,15.9,70.0
2020-10-01,Bengaluru City (IMD 43295),4.8,28.1,20.4,91.0
2020-10-02,Bengaluru City (IMD 43295),0.0,27.1,18.3,69.0
2020-10-03,Bengaluru City (IMD 43295),0.0,24.4,15.0,74.0
2020-10-04,Bengaluru City (IMD 43295),5.9,28.0,19.0,
2020-10-05,Bengaluru City (IMD 43295),0.0,26.7,17.9,69.0
2020-10-06,Bengaluru City (IMD 43295),0.0,25.0,15.5,70.0
2020-10-07,Bengaluru City (IMD 43295),25.0,27.8,18.2,81.0
2020-10-08,Bengaluru City (IMD 43295),0.0,24.5,16.0,72.0
2020-10-09,Bengaluru City (IMD 43295),0.0,24.6,16.5,81.0
2020-10-10,Bengaluru City (IMD 43295),0.0,24.1,15.8,67.0
2020-10-11,Bengaluru City (IMD 43295),0.0,27.1,17.8,73.0
2020-10-12,Bengaluru City (IMD 43295),16.8,25.0,17.3,84.0
2020-10-13,Bengaluru City (IMD 43295),0.0,27.3,19.1,78.0
2020-10-14,Bengaluru City (IMD 43295),0.0,27.4,17.9,79.0
2020-10-15,Bengaluru City (IMD 43295),0.0,24.2,15.5,70.0
2020-10-16,Bengaluru City (IMD 43295),14.8,25.0,17.0,81.0
2020-10-17,Bengaluru City (IMD 43295),0.0,25.5,16.3,77.0
2020-10-18,Bengaluru City (IMD 43295),0.0,24.4,15.2,80.0
2020-10-19,Bengaluru City (IMD 43295),0.0,23.4,16.8,72.0
2020-10-20,Bengaluru City (IMD 43295),0.0,26.1,16.0,78.0
2020-10-21,Bengaluru City (IMD 43295),0.0,24.3,15.7,80.0
2020-10-22,Bengaluru City (IMD 43295),17.0,25.1,16.1,82.0
2020-10-23,Bengaluru City (IMD 43295),0.0,24.5,16.2,75.0
2020-10-24,Bengaluru City (IMD 43295),11.7,25.6,16.9,86.0
2020-10-25,Bengaluru City (IMD 43295),27.3,25.2,15.4,90.0
2020-10-26,Bengaluru City (IMD 43295),0.0,23.9,17.2,78.0
2020-10-27,Bengaluru City (IMD 43295),8.0,25.2,15.9,90.0
2020-10-28,Bengaluru City (IMD 43295),11.3,24.3,14.5,84.0
2020-10-29,Bengaluru City (IMD 43295),0.0,25.5,17.2,72.0
2020-10-30,Bengaluru City (IMD 43295),1.2,22.5,14.1,87.0
2020-10-31,Bengaluru City (IMD 43295),0.0,24.6,14.9,69.0
2020-11-01,Bengaluru City (IMD 43295),5.4,22.7,12.8,
2020-11-02,Bengaluru City (IMD 43295),0.0,24.1,16.1,68.0
2020-11-03,Bengaluru City (IMD 43295),0.0,23.7,14.6,76.0
2020-11-04,Bengaluru City (IMD 43295),0.0,24.6,15.5,69.0
2020-11-05,Bengaluru City (IMD 43295),0.0,24.7,15.6,66.0
2020-11-06,Bengaluru City (IMD 43295),0.0,23.9,13.7,72.0
2020-11-07,Bengaluru City (IMD 43295),0.0,24.1,16.7,68.0
2020-11-08,Bengaluru City (IMD 43295),0.0,24.4,14.2,70.0
2020-11-09,Bengaluru City (IMD 43295),0.0,23.8,15.1,72.0
2020-11-10,Bengaluru City (IMD 43295),0.0,24.2,15.7,64.0
2020-11-11,Bengaluru City (IMD 43295),0.0,26.2,17.1,67.0
2020-11-12,Bengaluru City (IMD 43295),0.0,24.7,15.5,62.0
2020-11-13,Bengaluru City (IMD 43295),0.0,26.7,17.6,69.0
2020-11-14,Bengaluru City (IMD 43295),0.0,23.3,15.3,71.0
2020-11-15,Bengaluru City (IMD 43295),0.0,23.4,13.4,68.0
2020-11-16,Bengaluru City (IMD 43295),0.0,24.0,13.5,65.0
2020-11-17,Bengaluru City (IMD 43295),0.0,22.8,13.5,64.0
2020-11-18,Bengaluru City (IMD 43295),0.0,23.8,14.4,62.0
2020-11-19,Bengaluru City (IMD 43295),0.0,23.9,13.7,65.0
2020-11-20,Bengaluru City (IMD 43295),0.0,22.8,13.5,60.0
2020-11-21,Bengaluru City (IMD 43295),0.0,23.7,14.2,64.0
2020-11-22,Bengaluru City (IMD 43295),0.0,26.5,16.1,64.0
2020-11-23,Bengaluru City (IMD 43295),0.0,22.2,13.2,66.0
2020-11-24,Bengaluru City (IMD 43295),0.0,24.4,13.1,64.0
2020-11-25,Bengaluru City (IMD 43295),0.0,24.8,14.5,61.0
2020-11-26,Bengaluru City (IMD 43295),10.1,23.3,14.0,61.0
2020-11-27,Bengaluru City (IMD 43295),0.0,24.6,14.2,62.0
2020-11-28,Bengaluru City (IMD 43295),0.0,23.8,14.4,56.0
2020-11-29,Bengaluru City (IMD 43295),0.0,24.8,14.9,61.0
2020-11-30,Bengaluru City (IMD 43295),0.0,23.9,13.5,68.0
2020-12-01,Bengaluru City (IMD 43295),33.5,25.0,14.3,61.0
2020-12-02,Bengaluru City (IMD 43295),0.0,25.6,16.2,55.0
2020-12-03,Bengaluru City (IMD 43295),0.0,23.3,13.3,47.0
2020-12-04,Bengaluru City (IMD 43295),0.0,24.8,15.5,54.0
2020-12-05,Bengaluru City (IMD 43295),0.0,25.1,15.0,59.0
2020-12-06,Bengaluru City (IMD 43295),0.0,25.1,15.6,49.0
2020-12-07,Bengaluru City (IMD 43295),0.0,23.2,13.0,51.0
2020-12-08,Bengaluru City (IMD 43295),0.0,23.6,12.6,54.0
2020-12-09,Bengaluru City (IMD 43295),0.0,24.4,14.6,57.0
2020-12-10,Bengaluru City (IMD 43295),0.0,22.5,12.4,
2020-12-11,Bengaluru City (IMD 43295),0.0,24.6,14.7,52.0
2020-12-12,Bengaluru City (IMD 43295),13.8,25.0,15.8,60.0
2020-12-13,Bengaluru City (IMD 43295),0.0,23.2,12.4,58.0
2020-12-14,Bengaluru City (IMD 43295),0.0,24.3,13.1,52.0
2020-12-15,Bengaluru City (IMD 43295),0.0,22.4,13.0,50.0
2020-12-16,Bengaluru City (IMD 43295),0.0,22.6,11.9,52.0
2020-12-17,Bengaluru City (IMD 43295),0.0,23.9,13.0,56.0
2020-12-18,Bengaluru City (IMD 43295),0.0,23.1,13.6,61.0
2020-12-19,Bengaluru City (IMD 43295),0.0,24.6,13.3,49.0
2020-12-20,Bengaluru City (IMD 43295),0.0,23.1,12.8,45.0
2020-12-21,Bengaluru City (IMD 43295),0.0,24.3,13.3,49.0
2020-12-22,Bengaluru City (IMD 43295),0.0,23.9,13.8,50.0
2020-12-23,Bengaluru City (IMD 43295),0.0,23.9,14.8,53.0
2020-12-24,Bengaluru City (IMD 43295),0.0,26.1,14.6,59.0
2020-12-25,Bengaluru City (IMD 43295),0.0,24.7,12.7,59.0
2020-12-26,Bengaluru City (IMD 43295),0.0,24.0,12.9,52.0
2020-12-27,Bengaluru City (IMD 43295),0.0,23.5,12.1,47.0
2020-12-28,Bengaluru City (IMD 43295),0.0,24.4,13.9,53.0
2020-12-29,Bengaluru City (IMD 43295),0.0,22.9,11.5,50.0
2020-12-30,Bengaluru City (IMD 43295),0.0,22.2,13.1,61.0
2020-12-31,Bengaluru City (IMD 43295),0.0,26.1,16.1,48.0
2021-01-01,Bengaluru City (IMD 43295),0.0,26.8,15.9,55.0
2021-01-02,Bengaluru City (IMD 43295),0.0,24.4,13.5,49.0
2021-01-03,Bengaluru City (IMD 43295),0.0,24.7,13.9,55.0
2021-01-04,Bengaluru City (IMD 43295),0.0,23.4,12.3,49.0
2021-01-05,Bengaluru City (IMD 43295),0.0,24.9,14.8,49.0
2021-01-06,Bengaluru City (IMD 43295),0.0,25.1,15.1,52.0
